,arquivo,classe,objecto,repeticao,fundo,iluminacao,local,resolucao,tamanho
605,20210417_191706.jpg,óculos,óculos dior,3,magenta,noite,externo,2560x1440,1145797.0
606,20210417_191716(0).jpg,óculos,óculos gucci,1,magenta,noite,externo,2560x1440,1216120.0
607,20210417_191716.jpg,óculos,óculos gucci,2,magenta,noite,externo,2560x1440,1241011.0
608,20210417_191717.jpg,óculos,óculos gucci,3,magenta,noite,externo,2560x1440,1033973.0
609,20210417_191724.jpg,óculos,óculos prada,1,magenta,noite,externo,2560x1440,1186419.0
610,20210417_191725.jpg,óculos,óculos prada,2,magenta,noite,externo,2560x1440,1086181.0
611,20210417_191726.jpg,óculos,óculos prada,3,magenta,noite,externo,2560x1440,1116339.0
612,20210417_191737.jpg,óculos,óculos cavalli,1,magenta,noite,externo,2560x1440,1281756.0
613,20210417_191738.jpg,óculos,óculos cavalli,2,magenta,noite,externo,2560x1440,1251491.0
614,20210417_191739.jpg,óculos,óculos cavalli,3,magenta,noite,externo,2560x1440,1185279.0
615,20210417_191749.jpg,necessaire,vermelha,1,magenta,noite,externo,2560x1440,1200995.0
616,20210417_191750.jpg,necessaire,vermelha,2,magenta,noite,externo,2560x1440,1303466.0
617,20210417_191751.jpg,necessaire,vermelha,3,magenta,noite,externo,2560x1440,1074603.0
618,20210417_191801.jpg,necessaire,listrada,1,magenta,noite,externo,2560x1440,1518004.0
619,20210417_191802(0).jpg,necessaire,listrada,2,magenta,noite,externo,2560x1440,1259989.0
620,20210417_191802.jpg,necessaire,listrada,3,magenta,noite,externo,2560x1440,1466521.0
621,20210417_191811.jpg,necessaire,estrela,1,magenta,noite,externo,2560x1440,1244394.0
622,20210417_191812.jpg,necessaire,estrela,2,magenta,noite,externo,2560x1440,1246837.0
623,20210417_191813.jpg,necessaire,estrela,3,magenta,noite,externo,2560x1440,1122165.0
624,20210417_191821(0).jpg,necessaire,creme,1,magenta,noite,externo,2560x1440,1260998.0
625,20210417_191821.jpg,necessaire,creme,2,magenta,noite,externo,2560x1440,1255990.0
626,20210417_191822.jpg,necessaire,creme,3,magenta,noite,externo,2560x1440,1154847.0
627,20210417_191833.jpg,colher,grande,1,magenta,noite,externo,2560x1440,1435073.0
628,20210417_191834(0).jpg,colher,grande,2,magenta,noite,externo,2560x1440,1103769.0
629,20210417_191834.jpg,colher,grande,3,magenta,noite,externo,2560x1440,1281627.0
630,20210417_191844(0).jpg,colher,média,1,magenta,noite,externo,2560x1440,1353968.0
631,20210417_191844.jpg,colher,média,2,magenta,noite,externo,2560x1440,1318759.0
632,20210417_191845.jpg,colher,média,3,magenta,noite,externo,2560x1440,1294677.0
633,20210417_191855.jpg,colher,média detalhe,1,magenta,noite,externo,2560x1440,1310565.0
634,20210417_191856.jpg,colher,média detalhe,2,magenta,noite,externo,2560x1440,1177329.0
635,20210417_191857.jpg,colher,média detalhe,3,magenta,noite,externo,2560x1440,1363091.0
636,20210417_191904.jpg,colher,rosa,1,magenta,noite,externo,2560x1440,1177133.0
637,20210417_191905.jpg,colher,rosa,2,magenta,noite,externo,2560x1440,1432863.0
638,20210417_191906.jpg,colher,rosa,3,magenta,noite,externo,2560x1440,1161731.0
639,20210417_191917.jpg,colher,preta,1,magenta,noite,externo,2560x1440,1237625.0
640,20210417_191918.jpg,colher,preta,2,magenta,noite,externo,2560x1440,1076850.0
641,20210417_191921.jpg,colher,preta,3,magenta,noite,externo,2560x1440,1134327.0
642,20210417_191928.jpg,xícara,azul,1,magenta,noite,externo,2560x1440,1262369.0
643,20210417_191929.jpg,xícara,azul,2,magenta,noite,externo,2560x1440,1350297.0
644,20210417_191930.jpg,xícara,azul,3,magenta,noite,externo,2560x1440,1147480.0
645,20210417_191938.jpg,xícara,coffee,1,magenta,noite,externo,2560x1440,1359195.0
646,20210417_191939.jpg,xícara,coffee,2,magenta,noite,externo,2560x1440,1219809.0
647,20210417_191940.jpg,xícara,coffee,3,magenta,noite,externo,2560x1440,1214380.0
648,20210417_191949.jpg,xícara,sorrir,1,magenta,noite,externo,2560x1440,1279596.0
649,20210417_191950(0).jpg,xícara,sorrir,2,magenta,noite,externo,2560x1440,1146249.0
650,20210417_191950.jpg,xícara,sorrir,3,magenta,noite,externo,2560x1440,1223581.0
651,20210417_191959.jpg,xícara,flor,1,magenta,noite,externo,2560x1440,1209576.0
652,20210417_192000.jpg,xícara,flor,2,magenta,noite,externo,2560x1440,1300213.0
653,20210417_192001.jpg,xícara,flor,3,magenta,noite,externo,2560x1440,1116830.0
654,20210417_192008.jpg,xícara,bola,1,magenta,noite,externo,2560x1440,1171869.0
655,20210417_192009.jpg,xícara,bola,2,magenta,noite,externo,2560x1440,1198270.0
656,20210417_192010.jpg,xícara,bola,3,magenta,noite,externo,2560x1440,1190509.0
657,20210417_192029.jpg,xícara,amiga,1,magenta,noite,externo,2560x1440,1118654.0
658,20210417_192030.jpg,xícara,amiga,2,magenta,noite,externo,2560x1440,1179700.0
659,20210417_192031.jpg,xícara,amiga,3,magenta,noite,externo,2560x1440,1066085.0
660,20210417_192220(0).jpg,óculos,óculos dior,1,tijolo,noite,externo,2560x1440,1058965.0
661,20210417_192220.jpg,óculos,óculos dior,2,tijolo,noite,externo,2560x1440,1072735.0
662,20210417_192221.jpg,óculos,óculos dior,3,tijolo,noite,externo,2560x1440,1131585.0
663,20210417_192234.jpg,óculos,óculos valentino,1,tijolo,noite,externo,2560x1440,1132326.0
664,20210417_192237.jpg,óculos,óculos valentino,2,tijolo,noite,externo,2560x1440,1205024.0
665,20210417_192238.jpg,óculos,óculos valentino,3,tijolo,noite,externo,2560x1440,1185530.0
666,20210417_192248(0).jpg,óculos,óculos prada,1,tijolo,noite,externo,2560x1440,1147401.0
667,20210417_192248.jpg,óculos,óculos prada,2,tijolo,noite,externo,2560x1440,1096441.0
668,20210417_192249.jpg,óculos,óculos prada,3,tijolo,noite,externo,2560x1440,1010750.0
669,20210417_192258.jpg,óculos,óculos gucci,1,tijolo,noite,externo,2560x1440,1108991.0
670,20210417_192259(0).jpg,óculos,óculos gucci,2,tijolo,noite,externo,2560x1440,1014171.0
671,20210417_192259.jpg,óculos,óculos gucci,3,tijolo,noite,externo,2560x1440,1149224.0
672,20210417_192308.jpg,óculos,óculos cavalli,1,tijolo,noite,externo,2560x1440,1170521.0
673,20210417_192309.jpg,óculos,óculos cavalli,2,tijolo,noite,externo,2560x1440,1132097.0
674,20210417_192311.jpg,óculos,óculos cavalli,3,tijolo,noite,externo,2560x1440,934870.0
675,20210417_192429.jpg,necessaire,listrada,1,tijolo,noite,externo,2560x1440,1172980.0
676,20210417_192430.jpg,necessaire,listrada,2,tijolo,noite,externo,2560x1440,1262723.0
677,20210417_192431.jpg,necessaire,listrada,3,tijolo,noite,externo,2560x1440,1270082.0
678,20210417_192439.jpg,necessaire,vermelha,1,tijolo,noite,externo,2560x1440,1279631.0
679,20210417_192440(0).jpg,necessaire,vermelha,2,tijolo,noite,externo,2560x1440,1114396.0
680,20210417_192440.jpg,necessaire,vermelha,3,tijolo,noite,externo,2560x1440,1227262.0
681,20210417_192446.jpg,necessaire,estrela,1,tijolo,noite,externo,2560x1440,1098401.0
682,20210417_192448.jpg,necessaire,estrela,2,tijolo,noite,externo,2560x1440,1151029.0
683,20210417_192449.jpg,necessaire,estrela,3,tijolo,noite,externo,2560x1440,1058881.0
684,20210417_192454.jpg,necessaire,creme,1,tijolo,noite,externo,2560x1440,1190234.0
685,20210417_192455.jpg,necessaire,creme,2,tijolo,noite,externo,2560x1440,1214370.0
686,20210417_192456.jpg,necessaire,creme,3,tijolo,noite,externo,2560x1440,1179496.0
687,20210417_192320.jpg,colher,grande,1,tijolo,noite,externo,2560x1440,1180507.0
688,20210417_192321.jpg,colher,grande,2,tijolo,noite,externo,2560x1440,1203731.0
689,20210417_192322.jpg,colher,grande,3,tijolo,noite,externo,2560x1440,1162151.0
690,20210417_192330.jpg,colher,média,1,tijolo,noite,externo,2560x1440,1149849.0
691,20210417_192331.jpg,colher,média,2,tijolo,noite,externo,2560x1440,1143908.0
692,20210417_192332.jpg,colher,média,3,tijolo,noite,externo,2560x1440,1066212.0
693,20210417_192339.jpg,colher,média detalhe,1,tijolo,noite,externo,2560x1440,1112294.0
694,20210417_192340.jpg,colher,média detalhe,2,tijolo,noite,externo,2560x1440,1203214.0
695,20210417_192341.jpg,colher,média detalhe,3,tijolo,noite,externo,2560x1440,1070375.0
696,20210417_192350.jpg,colher,rosa,1,tijolo,noite,externo,2560x1440,1123440.0
697,20210417_192351.jpg,colher,rosa,2,tijolo,noite,externo,2560x1440,1206912.0
698,20210417_192352.jpg,colher,rosa,3,tijolo,noite,externo,2560x1440,1073319.0
699,20210417_192402.jpg,colher,preta,1,tijolo,noite,externo,2560x1440,1159050.0
700,20210417_192403.jpg,colher,preta,2,tijolo,noite,externo,2560x1440,1126789.0
701,20210417_192404.jpg,colher,preta,3,tijolo,noite,externo,2560x1440,1074108.0
702,20210417_192503.jpg,xícara,azul,1,tijolo,noite,externo,2560x1440,1156117.0
703,20210417_192504.jpg,xícara,azul,2,tijolo,noite,externo,2560x1440,1193440.0
704,20210417_192505.jpg,xícara,azul,3,tijolo,noite,externo,2560x1440,1009394.0
705,20210417_192512.jpg,xícara,coffee,1,tijolo,noite,externo,2560x1440,1098039.0
706,20210417_192513.jpg,xícara,coffee,2,tijolo,noite,externo,2560x1440,1157145.0
707,20210417_192514.jpg,xícara,coffee,3,tijolo,noite,externo,2560x1440,992270.0
708,20210417_192522.jpg,xícara,sorrir,1,tijolo,noite,externo,2560x1440,1102704.0
709,20210417_192523.jpg,xícara,sorrir,2,tijolo,noite,externo,2560x1440,1169878.0
710,20210417_192525.jpg,xícara,sorrir,3,tijolo,noite,externo,2560x1440,1167076.0
711,20210417_192532.jpg,xícara,bola,1,tijolo,noite,externo,2560x1440,1149731.0
712,20210417_192533.jpg,xícara,bola,2,tijolo,noite,externo,2560x1440,1179148.0
713,20210417_192534.jpg,xícara,bola,3,tijolo,noite,externo,2560x1440,1195466.0
714,20210417_192542.jpg,xícara,flor,1,tijolo,noite,externo,2560x1440,1152391.0
715,20210417_192543.jpg,xícara,flor,2,tijolo,noite,externo,2560x1440,1144151.0
716,20210417_192544.jpg,xícara,flor,3,tijolo,noite,externo,2560x1440,1131824.0
717,20210417_192554.jpg,xícara,amiga,1,tijolo,noite,externo,2560x1440,1062201.0
718,20210417_192555.jpg,xícara,amiga,2,tijolo,noite,externo,2560x1440,1105841.0
719,20210417_192556.jpg,xícara,amiga,3,tijolo,noite,externo,2560x1440,993886.0
720,PHOTO_20210502_110644.jpg,meia,meia_branca,1,branco_1,dia,interno,2688x1512,527590.0
721,PHOTO_20210502_110649.jpg,meia,meia_branca,2,branco_1,dia,interno,2392x1512,451655.0
722,PHOTO_20210502_110652.jpg,meia,meia_branca,3,branco_1,dia,interno,2393x1503,522989.0
723,PHOTO_20210502_110716.jpg,meia,meia_cinza,1,branco_1,dia,interno,2368x1503,471188.0
724,PHOTO_20210502_110718.jpg,meia,meia_cinza,2,branco_1,dia,interno,2390x1509,507672.0
725,PHOTO_20210502_110719.jpg,meia,meia_cinza,3,branco_1,dia,interno,2363x1507,498999.0
726,PHOTO_20210502_110744.jpg,meia,meia_preta,1,branco_1,dia,interno,2374x1497,419347.0
727,PHOTO_20210502_110745.jpg,meia,meia_preta,2,branco_1,dia,interno,2356x1483,440872.0
728,PHOTO_20210502_110750.jpg,meia,meia_preta,3,branco_1,dia,interno,2380x1498,432649.0
729,PHOTO_20210502_111032.jpg,mascara,mascara_preta,1,branco_1,dia,interno,2448x1512,412472.0
730,PHOTO_20210502_111031.jpg,mascara,mascara_preta,2,branco_1,dia,interno,2460x1510,522645.0
731,PHOTO_20210502_111033.jpg,mascara,mascara_preta,3,branco_1,dia,interno,2447x1512,399006.0
732,PHOTO_20210502_111108.jpg,mascara,mascara_azul,1,branco_1,dia,interno,2453x1509,500185.0
733,PHOTO_20210502_111107.jpg,mascara,mascara_azul,2,branco_1,dia,interno,2453x1512,444983.0
734,PHOTO_20210502_111111.jpg,mascara,mascara_azul,3,branco_1,dia,interno,2448x1512,437657.0
735,PHOTO_20210502_111136.jpg,mascara,mascara_marinho,1,branco_1,dia,interno,2556x1512,497668.0
736,PHOTO_20210502_111138.jpg,mascara,mascara_marinho,2,branco_1,dia,interno,2568x1512,453023.0
737,PHOTO_20210502_111137.jpg,mascara,mascara_marinho,3,branco_1,dia,interno,2568x1512,451963.0
738,PHOTO_20210502_111212.jpg,caneta,caneta_azul,1,branco_1,dia,interno,2546x1512,484974.0
739,PHOTO_20210502_111214.jpg,caneta,caneta_azul,2,branco_1,dia,interno,2538x1512,535216.0
740,PHOTO_20210502_111217.jpg,caneta,caneta_azul,3,branco_1,dia,interno,2567x1512,487551.0
741,PHOTO_20210502_111236.jpg,caneta,caneta_preta,1,branco_1,dia,interno,2528x1512,522089.0
742,PHOTO_20210502_111240.jpg,caneta,caneta_preta,2,branco_1,dia,interno,2489x1512,469753.0
743,PHOTO_20210502_111241.jpg,caneta,caneta_preta,3,branco_1,dia,interno,2521x1512,525410.0
744,PHOTO_20210502_111256.jpg,caneta,caneta_cinza,1,branco_1,dia,interno,2544x1512,477465.0
745,PHOTO_20210502_111257.jpg,caneta,caneta_cinza,2,branco_1,dia,interno,2522x1512,474583.0
746,PHOTO_20210502_111300.jpg,caneta,caneta_cinza,3,branco_1,dia,interno,2537x1512,477199.0
747,PHOTO_20210502_111435.jpg,meia,meia_branca,1,roxo,dia,interno,2688x1512,619685.0
748,PHOTO_20210502_111438.jpg,meia,meia_branca,2,roxo,dia,interno,2688x1512,709719.0
749,PHOTO_20210502_111439.jpg,meia,meia_branca,3,roxo,dia,interno,2688x1512,648387.0
750,PHOTO_20210502_111454.jpg,meia,meia_preta,1,roxo,dia,interno,2512x1507,715246.0
751,PHOTO_20210502_111456.jpg,meia,meia_preta,2,roxo,dia,interno,2550x1510,748027.0
752,PHOTO_20210502_111457.jpg,meia,meia_preta,3,roxo,dia,interno,2533x1509,713756.0
753,PHOTO_20210502_111513.jpg,meia,meia_cinza,1,roxo,dia,interno,2688x1512,526992.0
754,PHOTO_20210502_111530.jpg,meia,meia_cinza,2,roxo,dia,interno,2688x1512,627406.0
755,PHOTO_20210502_111531.jpg,meia,meia_cinza,3,roxo,dia,interno,2688x1512,545427.0
756,PHOTO_20210502_111556.jpg,mascara,mascara_preta,1,roxo,dia,interno,2688x1512,587881.0
757,PHOTO_20210502_111559.jpg,mascara,mascara_preta,2,roxo,dia,interno,2688x1512,538675.0
758,PHOTO_20210502_111600.jpg,mascara,mascara_preta,3,roxo,dia,interno,2688x1512,544831.0
759,PHOTO_20210502_111641.jpg,mascara,mascara_marinho,1,roxo,dia,interno,2688x1512,544965.0
760,PHOTO_20210502_111643.jpg,mascara,mascara_marinho,2,roxo,dia,interno,2688x1512,532591.0
761,PHOTO_20210502_111646.jpg,mascara,mascara_marinho,3,roxo,dia,interno,2688x1512,569538.0
762,PHOTO_20210502_111707.jpg,mascara,mascara_azul,1,roxo,dia,interno,2688x1512,527006.0
763,PHOTO_20210502_111708.jpg,mascara,mascara_azul,2,roxo,dia,interno,2688x1512,539343.0
764,PHOTO_20210502_111715.jpg,mascara,mascara_azul,3,roxo,dia,interno,2688x1512,570085.0
765,PHOTO_20210502_111804.jpg,caneta,caneta_cinza,1,roxo,dia,interno,2688x1512,602046.0
766,PHOTO_20210502_111806.jpg,caneta,caneta_cinza,2,roxo,dia,interno,2688x1512,587733.0
767,PHOTO_20210502_111807.jpg,caneta,caneta_cinza,3,roxo,dia,interno,2688x1512,610266.0
768,PHOTO_20210502_111826.jpg,caneta,caneta_azul,1,roxo,dia,interno,2688x1512,532347.0
769,PHOTO_20210502_111828.jpg,caneta,caneta_azul,2,roxo,dia,interno,2688x1512,544624.0
770,PHOTO_20210502_111830.jpg,caneta,caneta_azul,3,roxo,dia,interno,2688x1512,544612.0
771,PHOTO_20210502_111918.jpg,caneta,caneta_preta,1,roxo,dia,interno,2688x1512,708739.0
772,PHOTO_20210502_111917.jpg,caneta,caneta_preta,2,roxo,dia,interno,2688x1512,550872.0
773,PHOTO_20210502_111920.jpg,caneta,caneta_preta,3,roxo,dia,interno,2688x1512,684145.0
774,PHOTO_20210502_112027.jpg,meia,meia_branca,1,papelao,dia,interno,2688x1512,483618.0
775,PHOTO_20210502_112028.jpg,meia,meia_branca,2,papelao,dia,interno,2688x1512,477452.0
776,PHOTO_20210502_112030.jpg,meia,meia_branca,3,papelao,dia,interno,2688x1512,471289.0
777,PHOTO_20210502_112046.jpg,meia,meia_preta,1,papelao,dia,interno,2688x1512,440957.0
778,PHOTO_20210502_112049.jpg,meia,meia_preta,2,papelao,dia,interno,2688x1512,471599.0
779,PHOTO_20210502_112047.jpg,meia,meia_preta,3,papelao,dia,interno,2688x1512,471641.0
780,PHOTO_20210502_112102.jpg,meia,meia_cinza,1,papelao,dia,interno,2688x1512,581849.0
781,PHOTO_20210502_112104.jpg,meia,meia_cinza,2,papelao,dia,interno,2688x1512,545003.0
782,PHOTO_20210502_112105.jpg,meia,meia_cinza,3,papelao,dia,interno,2688x1512,495789.0
783,PHOTO_20210502_112120.jpg,mascara,mascara_azul,1,papelao,dia,interno,2688x1512,471181.0
784,PHOTO_20210502_112122.jpg,mascara,mascara_azul,2,papelao,dia,interno,2688x1512,471231.0
785,PHOTO_20210502_112123.jpg,mascara,mascara_azul,3,papelao,dia,interno,2688x1512,465056.0
786,PHOTO_20210502_112242.jpg,mascara,mascara_marinho,1,papelao,dia,interno,2688x1512,440385.0
787,PHOTO_20210502_112241.jpg,mascara,mascara_marinho,2,papelao,dia,interno,2688x1512,440369.0
788,PHOTO_20210502_112244.jpg,mascara,mascara_marinho,3,papelao,dia,interno,2688x1512,440370.0
789,PHOTO_20210502_112259.jpg,mascara,mascara_preta,1,papelao,dia,interno,2688x1512,440352.0
790,PHOTO_20210502_112302.jpg,mascara,mascara_preta,2,papelao,dia,interno,2688x1512,434222.0
791,PHOTO_20210502_112301.jpg,mascara,mascara_preta,3,papelao,dia,interno,2688x1512,440402.0
792,PHOTO_20210502_112323.jpg,caneta,caneta_azul,1,papelao,dia,interno,2688x1512,489007.0
793,PHOTO_20210502_112321.jpg,caneta,caneta_azul,2,papelao,dia,interno,2688x1512,495184.0
794,PHOTO_20210502_112324.jpg,caneta,caneta_azul,3,papelao,dia,interno,2688x1512,489006.0
795,PHOTO_20210502_112336.jpg,caneta,caneta_preta,1,papelao,dia,interno,2688x1512,495260.0
796,PHOTO_20210502_112335.jpg,caneta,caneta_preta,2,papelao,dia,interno,2688x1512,470633.0
797,PHOTO_20210502_112338.jpg,caneta,caneta_preta,3,papelao,dia,interno,2688x1512,470662.0
798,PHOTO_20210502_112352.jpg,caneta,caneta_cinza,1,papelao,dia,interno,2688x1512,464485.0
799,PHOTO_20210502_112351.jpg,caneta,caneta_cinza,2,papelao,dia,interno,2688x1512,464454.0
800,PHOTO_20210502_112353.jpg,caneta,caneta_cinza,3,papelao,dia,interno,2688x1512,545685.0
801,PHOTO_20210502_145342.jpg,meia,meia_branca,1,branco_1,dia,externo,2507x1512,744985.0
802,PHOTO_20210502_145344.jpg,meia,meia_branca,2,branco_1,dia,externo,2493x1512,735641.0
803,PHOTO_20210502_145345.jpg,meia,meia_branca,3,branco_1,dia,externo,2480x1512,731584.0
804,PHOTO_20210502_145411.jpg,meia,meia_cinza,1,branco_1,dia,externo,2550x1512,804766.0
805,PHOTO_20210502_145410.jpg,meia,meia_cinza,2,branco_1,dia,externo,2514x1512,852853.0
806,PHOTO_20210502_145412.jpg,meia,meia_cinza,3,branco_1,dia,externo,2518x1512,861790.0
807,PHOTO_20210502_145434.jpg,meia,meia_preta,1,branco_1,dia,externo,2446x1512,772457.0
808,PHOTO_20210502_145433.jpg,meia,meia_preta,2,branco_1,dia,externo,2442x1512,720524.0
809,PHOTO_20210502_145437.jpg,meia,meia_preta,3,branco_1,dia,externo,2436x1512,717584.0
810,PHOTO_20210502_145501.jpg,mascara,mascara_preta,1,branco_1,dia,externo,2462x1452,579222.0
811,PHOTO_20210502_145502.jpg,mascara,mascara_preta,2,branco_1,dia,externo,2430x1491,610088.0
812,PHOTO_20210502_145504.jpg,mascara,mascara_preta,3,branco_1,dia,externo,2417x1512,604311.0
813,PHOTO_20210502_145519.jpg,mascara,mascara_marinho,1,branco_1,dia,externo,2430x1509,605667.0
814,PHOTO_20210502_145520.jpg,mascara,mascara_marinho,2,branco_1,dia,externo,2437x1512,603871.0
815,PHOTO_20210502_145522.jpg,mascara,mascara_marinho,3,branco_1,dia,externo,2403x1512,603467.0
816,PHOTO_20210502_145539.jpg,mascara,mascara_azul,1,branco_1,dia,externo,2398x1512,667105.0
817,PHOTO_20210502_145543.jpg,mascara,mascara_azul,2,branco_1,dia,externo,2502x1512,662232.0
818,PHOTO_20210502_145544.jpg,mascara,mascara_azul,3,branco_1,dia,externo,2507x1512,665517.0
819,PHOTO_20210502_145618.jpg,caneta,caneta_preta,1,branco_1,dia,externo,2688x1512,544160.0
820,PHOTO_20210502_145620.jpg,caneta,caneta_preta,2,branco_1,dia,externo,2688x1512,550249.0
821,PHOTO_20210502_145619.jpg,caneta,caneta_preta,3,branco_1,dia,externo,2688x1512,544126.0
822,PHOTO_20210502_145639.jpg,caneta,caneta_azul,1,branco_1,dia,externo,2688x1512,550191.0
823,PHOTO_20210502_145643.jpg,caneta,caneta_azul,2,branco_1,dia,externo,2688x1512,550217.0
824,PHOTO_20210502_145641.jpg,caneta,caneta_azul,3,branco_1,dia,externo,2688x1512,544052.0
825,PHOTO_20210502_145655.jpg,caneta,caneta_cinza,1,branco_1,dia,externo,2688x1512,537986.0
826,PHOTO_20210502_145654.jpg,caneta,caneta_cinza,2,branco_1,dia,externo,2688x1512,544143.0
827,PHOTO_20210502_145656.jpg,caneta,caneta_cinza,3,branco_1,dia,externo,2688x1512,537980.0
828,PHOTO_20210502_150032.jpg,meia,meia_branca,1,roxo,dia,externo,2528x1512,1240323.0
829,PHOTO_20210502_150036.jpg,meia,meia_branca,2,roxo,dia,externo,2537x1512,1237450.0
830,PHOTO_20210502_150035.jpg,meia,meia_branca,3,roxo,dia,externo,2481x1512,1203560.0
831,PHOTO_20210502_150059.jpg,meia,meia_preta,1,roxo,dia,externo,2630x1507,1652015.0
832,PHOTO_20210502_150057.jpg,meia,meia_preta,2,roxo,dia,externo,2574x1489,1431145.0
833,PHOTO_20210502_150102.jpg,meia,meia_preta,3,roxo,dia,externo,2458x1506,1522469.0
834,PHOTO_20210502_150117.jpg,meia,meia_cinza,1,roxo,dia,externo,2591x1512,1565489.0
835,PHOTO_20210502_150116.jpg,meia,meia_cinza,2,roxo,dia,externo,2580x1512,1583042.0
836,PHOTO_20210502_150119.jpg,meia,meia_cinza,3,roxo,dia,externo,2616x1512,1582088.0
837,PHOTO_20210502_150147.jpg,mascara,mascara_azul,1,roxo,dia,externo,2674x1512,1724101.0
838,PHOTO_20210502_150149.jpg,mascara,mascara_azul,2,roxo,dia,externo,2688x1512,1585712.0
839,PHOTO_20210502_150148.jpg,mascara,mascara_azul,3,roxo,dia,externo,2688x1512,1542220.0
840,PHOTO_20210502_150206.jpg,mascara,mascara_marinho,1,roxo,dia,externo,2450x1512,1226740.0
841,PHOTO_20210502_150208.jpg,mascara,mascara_marinho,2,roxo,dia,externo,2499x1512,1325280.0
842,PHOTO_20210502_150207.jpg,mascara,mascara_marinho,3,roxo,dia,externo,2463x1512,1344724.0
843,PHOTO_20210502_150226.jpg,mascara,mascara_preta,1,roxo,dia,externo,2586x1384,1432212.0
844,PHOTO_20210502_150229.jpg,mascara,mascara_preta,2,roxo,dia,externo,2648x1512,1438565.0
845,PHOTO_20210502_150228.jpg,mascara,mascara_preta,3,roxo,dia,externo,2688x1512,1070617.0
846,PHOTO_20210502_150257.jpg,caneta,caneta_cinza,1,roxo,dia,externo,2688x1512,1444087.0
847,PHOTO_20210502_150256.jpg,caneta,caneta_cinza,2,roxo,dia,externo,2688x1512,1402214.0
848,PHOTO_20210502_150255.jpg,caneta,caneta_cinza,3,roxo,dia,externo,2688x1512,1502214.0
849,PHOTO_20210502_150309.jpg,caneta,caneta_preta,1,roxo,dia,externo,2544x1512,1269004.0
850,PHOTO_20210502_150310_1.jpg,caneta,caneta_preta,2,roxo,dia,externo,2597x1512,1438455.0
851,PHOTO_20210502_150310.jpg,caneta,caneta_preta,3,roxo,dia,externo,2588x1512,1472924.0
852,PHOTO_20210502_150321.jpg,caneta,caneta_azul,1,roxo,dia,externo,2553x1512,1427151.0
853,PHOTO_20210502_150322.jpg,caneta,caneta_azul,2,roxo,dia,externo,2549x1512,1557742.0
854,PHOTO_20210502_150324.jpg,caneta,caneta_azul,3,roxo,dia,externo,2527x1512,1345208.0
855,PHOTO_20210502_151234.jpg,meia,meia_branca,1,papelao,dia,externo,2688x1512,980008.0
856,PHOTO_20210502_151236.jpg,meia,meia_branca,2,papelao,dia,externo,2688x1512,1012784.0
857,PHOTO_20210502_151235.jpg,meia,meia_branca,3,papelao,dia,externo,2688x1512,1021002.0
858,PHOTO_20210502_151249.jpg,meia,meia_cinza,1,papelao,dia,externo,2688x1512,848843.0
859,PHOTO_20210502_151250.jpg,meia,meia_cinza,2,papelao,dia,externo,2688x1512,930789.0
860,PHOTO_20210502_151251.jpg,meia,meia_cinza,3,papelao,dia,externo,2688x1512,898079.0
861,PHOTO_20210502_151311.jpg,meia,meia_preta,1,papelao,dia,externo,2613x1512,987732.0
862,PHOTO_20210502_151310.jpg,meia,meia_preta,2,papelao,dia,externo,2616x1512,999079.0
863,PHOTO_20210502_151312.jpg,meia,meia_preta,3,papelao,dia,externo,2630x1512,1006109.0
864,PHOTO_20210502_151335.jpg,mascara,mascara_preta,1,papelao,dia,externo,2688x1512,848422.0
865,PHOTO_20210502_151334.jpg,mascara,mascara_preta,2,papelao,dia,externo,2688x1512,905802.0
866,PHOTO_20210502_151337.jpg,mascara,mascara_preta,3,papelao,dia,externo,2688x1512,832010.0
867,PHOTO_20210502_151350.jpg,mascara,mascara_azul,1,papelao,dia,externo,2688x1512,938906.0
868,PHOTO_20210502_151352.jpg,mascara,mascara_azul,2,papelao,dia,externo,2688x1512,914306.0
869,PHOTO_20210502_151351.jpg,mascara,mascara_azul,3,papelao,dia,externo,2688x1512,955280.0
870,PHOTO_20210502_151405.jpg,mascara,mascara_marinho,1,papelao,dia,externo,2688x1512,848463.0
871,PHOTO_20210502_151407.jpg,mascara,mascara_marinho,2,papelao,dia,externo,2688x1512,840232.0
872,PHOTO_20210502_151406.jpg,mascara,mascara_marinho,3,papelao,dia,externo,2688x1512,815640.0
873,PHOTO_20210502_151439.jpg,caneta,caneta_cinza,1,papelao,dia,externo,2688x1512,790590.0
874,PHOTO_20210502_151441.jpg,caneta,caneta_cinza,2,papelao,dia,externo,2688x1512,880714.0
875,PHOTO_20210502_151440.jpg,caneta,caneta_cinza,3,papelao,dia,externo,2688x1512,823353.0
876,PHOTO_20210502_151455.jpg,caneta,caneta_azul,1,papelao,dia,externo,2688x1512,897078.0
877,PHOTO_20210502_151456.jpg,caneta,caneta_azul,2,papelao,dia,externo,2688x1512,888869.0
878,PHOTO_20210502_151455_1.jpg,caneta,caneta_azul,3,papelao,dia,externo,2688x1512,897022.0
879,PHOTO_20210502_151510.jpg,caneta,caneta_preta,1,papelao,dia,externo,2688x1512,864344.0
880,PHOTO_20210502_151509.jpg,caneta,caneta_preta,2,papelao,dia,externo,2688x1512,839766.0
881,PHOTO_20210502_151512.jpg,caneta,caneta_preta,3,papelao,dia,externo,2688x1512,856144.0
